item_id,date,hol_yn,cfg,d3,pss_spml,actual
AVML,2015-12-04,1,300,0,0,8
AVML,2015-12-05,1,300,0,0,40
AVML,2015-12-06,1,300,0,0,14
AVML,2015-12-07,1,300,0,0,10
AVML,2015-12-08,1,300,0,0,53
AVML,2015-12-09,1,300,0,0,14
AVML,2015-12-10,1,300,0,0,57
AVML,2015-12-11,1,300,0,0,15
AVML,2015-12-12,1,300,0,0,60
AVML,2015-12-13,1,300,0,0,26
AVML,2015-12-14,1,300,0,0,17
AVML,2015-12-15,1,300,0,0,55
AVML,2015-12-16,1,300,0,0,10
AVML,2015-12-17,1,300,0,0,50
AVML,2015-12-18,1,300,0,0,19
AVML,2015-12-19,1,300,0,0,50
AVML,2015-12-20,1,300,0,0,17
AVML,2015-12-21,1,300,0,0,9
AVML,2015-12-22,1,300,0,0,67
AVML,2015-12-23,1,300,0,0,29
AVML,2015-12-24,1,300,0,0,40
AVML,2015-12-25,1,300,0,0,13
AVML,2015-12-26,1,300,0,0,80
AVML,2015-12-27,1,300,0,0,8
AVML,2015-12-28,1,300,0,0,15
AVML,2015-12-29,1,300,0,0,85
AVML,2015-12-30,1,300,0,0,14
AVML,2015-12-31,1,300,0,0,87
AVML,2016-01-01,1,300,0,0,15
AVML,2016-01-02,1,300,0,0,77
AVML,2016-01-03,1,300,0,0,21
AVML,2016-01-04,1,300,0,0,15
AVML,2016-01-05,1,300,0,0,63
AVML,2016-01-06,1,300,0,0,26
AVML,2016-01-07,1,300,0,0,85
AVML,2016-01-08,1,300,0,0,26
AVML,2016-01-09,1,300,0,0,85
AVML,2016-01-10,1,300,0,0,14
AVML,2016-01-11,1,300,0,0,15
AVML,2016-01-12,1,300,0,0,58
AVML,2016-01-13,1,300,0,0,14
AVML,2016-01-14,1,300,0,0,64
AVML,2016-01-15,1,300,0,0,10
AVML,2016-01-16,1,300,0,0,68
AVML,2016-01-17,1,300,0,0,5
AVML,2016-01-18,1,300,0,0,13
AVML,2016-01-19,1,300,0,0,95
AVML,2016-01-20,1,300,0,0,13
AVML,2016-01-21,1,300,0,0,85
AVML,2016-01-22,1,300,0,0,15
AVML,2016-01-23,1,300,0,0,44
AVML,2016-01-24,1,300,0,0,13
AVML,2016-01-25,1,300,0,0,5
AVML,2016-01-26,1,300,0,0,64
AVML,2016-01-27,1,300,0,0,11
AVML,2016-01-28,1,300,0,0,63
AVML,2016-01-29,1,300,0,0,15
AVML,2016-01-30,1,300,0,0,62
AVML,2016-01-31,1,300,0,0,14
AVML,2016-02-01,1,300,0,0,12
AVML,2016-02-02,1,300,0,0,62
AVML,2016-02-03,1,300,0,0,8
AVML,2016-02-04,1,300,0,0,54
AVML,2016-02-05,1,300,0,0,6
AVML,2016-02-06,1,300,0,0,27
AVML,2016-02-07,1,300,0,0,15
AVML,2016-02-08,1,300,0,0,15
AVML,2016-02-09,1,300,0,0,61
AVML,2016-02-10,1,300,0,0,6
AVML,2016-02-11,1,300,0,0,54
AVML,2016-02-12,1,300,0,0,9
AVML,2016-02-13,1,300,0,0,47
AVML,2016-02-14,1,300,0,0,6
AVML,2016-02-15,1,300,0,0,4
AVML,2016-02-16,1,300,0,0,56
AVML,2016-02-17,1,300,0,0,8
AVML,2016-02-18,1,300,0,0,51
AVML,2016-02-19,1,300,0,0,11
AVML,2016-02-20,1,300,0,0,52
AVML,2016-02-21,1,300,0,0,10
AVML,2016-02-22,1,300,0,0,10
AVML,2016-02-23,1,300,0,0,85
AVML,2016-02-24,1,300,0,0,9
AVML,2016-02-25,1,300,0,0,61
AVML,2016-02-26,1,300,0,0,7
AVML,2016-02-27,1,300,0,0,61
AVML,2016-02-28,1,300,0,0,11
AVML,2016-02-29,1,300,0,0,12
AVML,2016-03-01,1,300,0,0,48
AVML,2016-03-02,1,300,0,0,7
AVML,2016-03-03,1,300,0,0,38
AVML,2016-03-04,1,300,0,0,10
AVML,2016-03-05,1,300,0,0,73
AVML,2016-03-06,1,300,0,0,15
AVML,2016-03-07,1,300,0,0,6
AVML,2016-03-08,1,300,0,0,54
AVML,2016-03-09,1,300,0,0,10
AVML,2016-03-10,1,300,0,0,46
AVML,2016-03-11,1,300,0,0,19
AVML,2016-03-12,1,300,0,0,57
AVML,2016-03-13,1,300,0,0,9
AVML,2016-03-14,1,300,0,0,16
AVML,2016-03-15,1,300,0,0,62
AVML,2016-03-16,1,300,0,0,12
AVML,2016-03-17,1,300,0,0,28
AVML,2016-03-18,1,300,0,0,10
AVML,2016-03-19,1,300,0,0,50
AVML,2016-03-20,1,300,0,0,14
AVML,2016-03-21,1,300,0,0,10
AVML,2016-03-22,1,300,0,0,44
AVML,2016-03-23,1,300,0,0,10
AVML,2016-03-24,1,300,0,0,61
AVML,2016-03-25,1,300,0,0,13
AVML,2016-03-26,1,300,0,0,60
AVML,2016-03-27,1,300,0,0,10
AVML,2016-03-28,1,300,0,0,11
AVML,2016-03-29,1,300,0,0,57
AVML,2016-03-30,1,300,0,0,16
AVML,2016-03-31,1,300,0,0,43
AVML,2016-04-01,1,300,0,0,16
AVML,2016-04-02,1,300,0,0,48
AVML,2016-04-03,1,300,0,0,14
AVML,2016-04-04,1,300,0,0,16
AVML,2016-04-05,1,300,0,0,56
AVML,2016-04-06,1,300,0,0,10
AVML,2016-04-07,1,300,0,0,53
AVML,2016-04-08,1,300,0,0,19
AVML,2016-04-09,1,300,0,0,72
AVML,2016-04-10,1,300,0,0,23
AVML,2016-04-11,1,300,0,0,20
AVML,2016-04-12,1,300,0,0,55
AVML,2016-04-13,1,300,0,0,7
AVML,2016-04-14,1,300,0,0,53
AVML,2016-04-15,1,300,0,0,25
AVML,2016-04-16,1,300,0,0,65
AVML,2016-04-17,1,300,0,0,9
AVML,2016-04-18,1,300,0,0,12
AVML,2016-04-19,1,300,0,0,47
AVML,2016-04-20,1,300,0,0,10
AVML,2016-04-21,1,300,0,0,72
AVML,2016-04-22,1,300,0,0,14
AVML,2016-04-23,1,300,0,0,65
AVML,2016-04-24,1,300,0,0,11
AVML,2016-04-25,1,300,0,0,11
AVML,2016-04-26,1,300,0,0,69
AVML,2016-04-27,1,300,0,0,13
AVML,2016-04-28,1,300,0,0,52
AVML,2016-04-29,1,300,0,0,17
AVML,2016-04-30,1,300,0,0,50
AVML,2016-05-01,1,300,0,0,13
AVML,2016-05-02,1,300,0,0,11
AVML,2016-05-03,1,300,0,0,76
AVML,2016-05-04,1,300,0,0,8
AVML,2016-05-05,1,300,0,0,70
AVML,2016-05-06,1,300,0,0,13
AVML,2016-05-07,1,300,0,0,71
AVML,2016-05-08,1,300,0,0,13
AVML,2016-05-09,1,300,0,0,15
AVML,2016-05-10,1,300,0,0,90
AVML,2016-05-11,1,300,0,0,10
AVML,2016-05-12,1,300,0,0,57
AVML,2016-05-13,1,300,0,0,43
AVML,2016-05-14,1,300,0,0,68
AVML,2016-05-15,1,300,0,0,15
AVML,2016-05-16,1,300,0,0,14
AVML,2016-05-17,1,300,0,0,91
AVML,2016-05-18,1,300,0,0,13
AVML,2016-05-19,1,300,0,0,71
AVML,2016-05-20,1,300,0,0,12
AVML,2016-05-21,1,300,0,0,34
AVML,2016-05-22,1,300,0,0,10
AVML,2016-05-23,1,300,0,0,11
AVML,2016-05-24,1,300,0,0,93
AVML,2016-05-25,1,300,0,0,15
AVML,2016-05-26,1,300,0,0,88
AVML,2016-05-27,1,300,0,0,20
AVML,2016-05-28,1,300,0,0,52
AVML,2016-05-29,1,300,0,0,10
AVML,2016-05-30,1,300,0,0,15
AVML,2016-05-31,1,300,0,0,70
AVML,2016-06-01,1,300,0,0,19
AVML,2016-06-02,1,300,0,0,46
AVML,2016-06-03,1,300,0,0,18
AVML,2016-06-04,1,300,0,0,47
AVML,2016-06-05,1,300,0,0,11
AVML,2016-06-06,1,300,0,0,8
AVML,2016-06-07,1,300,0,0,79
AVML,2016-06-08,1,300,0,0,13
AVML,2016-06-09,1,300,0,0,55
AVML,2016-06-10,1,300,0,0,17
AVML,2016-06-11,1,300,0,0,28
AVML,2016-06-12,1,300,0,0,5
AVML,2016-06-13,1,300,0,0,10
AVML,2016-06-14,1,300,0,0,49
AVML,2016-06-15,1,300,0,0,12
AVML,2016-06-16,1,300,0,0,53
AVML,2016-06-17,1,300,0,0,11
AVML,2016-06-18,1,300,0,0,38
AVML,2016-06-19,1,300,0,0,9
AVML,2016-06-20,1,300,0,0,15
AVML,2016-06-21,1,300,0,0,41
AVML,2016-06-22,1,300,0,0,13
AVML,2016-06-23,1,300,0,0,55
AVML,2016-06-24,1,300,0,0,18
AVML,2016-06-25,1,300,0,0,38
AVML,2016-06-26,1,300,0,0,21
AVML,2016-06-27,1,300,0,0,5
AVML,2016-06-28,1,300,0,0,62
AVML,2016-06-29,1,300,0,0,6
AVML,2016-06-30,1,300,0,0,36
AVML,2016-07-01,1,300,0,0,14
AVML,2016-07-02,1,300,0,0,51
AVML,2016-07-03,1,300,0,0,20
AVML,2016-07-04,1,300,0,0,14
AVML,2016-07-05,1,300,0,0,50
AVML,2016-07-06,1,300,0,0,21
AVML,2016-07-07,1,300,0,0,40
AVML,2016-07-08,1,300,0,0,17
AVML,2016-07-09,1,300,0,0,42
AVML,2016-07-10,1,300,0,0,18
AVML,2016-07-11,1,300,0,0,31
AVML,2016-07-12,1,300,0,0,45
AVML,2016-07-13,1,300,0,0,14
AVML,2016-07-14,1,300,0,0,34
AVML,2016-07-15,1,300,0,0,17
AVML,2016-07-16,1,300,0,0,34
AVML,2016-07-17,1,300,0,0,17
AVML,2016-07-18,1,300,0,0,10
AVML,2016-07-19,1,300,0,0,37
AVML,2016-07-20,1,300,0,0,23
AVML,2016-07-21,1,300,0,0,39
AVML,2016-07-22,1,300,0,0,15
AVML,2016-07-23,1,300,0,0,40
AVML,2016-07-24,1,300,0,0,16
AVML,2016-07-25,1,300,0,0,21
AVML,2016-07-26,1,300,0,0,37
AVML,2016-07-27,1,300,0,0,16
AVML,2016-07-28,1,300,0,0,30
AVML,2016-07-29,1,300,0,0,17
AVML,2016-07-30,1,300,0,0,31
AVML,2016-07-31,1,300,0,0,15
AVML,2016-08-01,1,300,0,0,22
AVML,2016-08-02,1,300,0,0,27
AVML,2016-08-03,1,300,0,0,11
AVML,2016-08-04,1,300,0,0,43
AVML,2016-08-05,1,300,0,0,17
AVML,2016-08-06,1,300,0,0,49
AVML,2016-08-07,1,300,0,0,16
AVML,2016-08-08,1,300,0,0,21
AVML,2016-08-09,1,300,0,0,53
AVML,2016-08-10,1,300,0,0,21
AVML,2016-08-11,1,300,0,0,45
AVML,2016-08-12,1,300,0,0,14
AVML,2016-08-13,1,300,0,0,36
AVML,2016-08-14,1,300,0,0,23
AVML,2016-08-15,1,300,0,0,24
AVML,2016-08-16,1,300,0,0,73
AVML,2016-08-17,1,300,0,0,10
AVML,2016-08-18,1,300,0,0,63
AVML,2016-08-19,1,300,0,0,16
AVML,2016-08-20,1,300,0,0,69
AVML,2016-08-21,1,300,0,0,12
AVML,2016-08-22,1,300,0,0,15
AVML,2016-08-23,1,300,0,0,46
AVML,2016-08-24,1,300,0,0,17
AVML,2016-08-25,1,300,0,0,87
AVML,2016-08-26,1,300,0,0,14
AVML,2016-08-27,1,300,0,0,62
AVML,2016-08-28,1,300,0,0,20
AVML,2016-08-29,1,300,0,0,22
AVML,2016-08-30,1,300,0,0,85
AVML,2016-08-31,1,300,0,0,27
AVML,2016-09-01,1,300,0,0,57
AVML,2016-09-02,1,300,0,0,21
AVML,2016-09-03,1,300,0,0,58
AVML,2016-09-04,1,300,0,0,18
AVML,2016-09-05,1,300,0,0,16
AVML,2016-09-06,1,300,0,0,53
AVML,2016-09-07,1,300,0,0,15
AVML,2016-09-08,1,300,0,0,49
AVML,2016-09-09,1,300,0,0,17
AVML,2016-09-10,1,300,0,0,49
AVML,2016-09-11,1,300,0,0,34
AVML,2016-09-12,1,300,0,0,10
AVML,2016-09-13,1,300,0,0,49
AVML,2016-09-14,1,300,0,0,9
AVML,2016-09-15,1,300,0,0,52
AVML,2016-09-16,1,300,0,0,13
AVML,2016-09-17,1,300,0,0,42
AVML,2016-09-18,1,300,0,0,11
AVML,2016-09-19,1,300,0,0,14
AVML,2016-09-20,1,300,0,0,48
AVML,2016-09-21,1,300,0,0,11
AVML,2016-09-22,1,300,0,0,28
AVML,2016-09-23,1,300,0,0,27
AVML,2016-09-24,1,300,0,0,33
AVML,2016-09-25,1,300,0,0,16
AVML,2016-09-26,1,300,0,0,11
AVML,2016-09-27,1,300,0,0,55
AVML,2016-09-28,1,300,0,0,20
AVML,2016-09-29,1,300,0,0,35
AVML,2016-09-30,1,300,0,0,17
AVML,2016-10-01,1,300,0,0,33
AVML,2016-10-02,1,300,0,0,15
AVML,2016-10-03,1,300,0,0,23
AVML,2016-10-04,1,300,0,0,27
AVML,2016-10-05,1,300,0,0,13
AVML,2016-10-06,1,300,0,0,40
AVML,2016-10-07,1,300,0,0,14
AVML,2016-10-08,1,300,0,0,39
AVML,2016-10-09,1,300,0,0,16
AVML,2016-10-10,1,300,0,0,31
AVML,2016-10-11,1,300,0,0,21
AVML,2016-10-12,1,300,0,0,21
AVML,2016-10-13,1,300,0,0,28
AVML,2016-10-14,1,300,0,0,25
AVML,2016-10-15,1,300,0,0,47
AVML,2016-10-16,1,300,0,0,12
AVML,2016-10-17,1,300,0,0,8
AVML,2016-10-18,1,300,0,0,36
